density;residual sugar;alcohol;total sulfur dioxide;chlorides;free sulfur dioxide;volatile acidity;citric acid;quality
0.99806;12.9;8.7;252.0;0.056;58.0;0.695;0.55;5
0.9961;3.9;10.3;199.0;0.059;28.0;0.27;0.29;5
1.00016;17.75;9.1;218.0;0.047;25.0;0.3;0.25;5
0.9916;4.9;11.8;101.0;0.037;13.0;0.19;0.27;6
0.99116;1.6;11.9;93.0;0.024;26.0;0.36;0.39;6
0.99319;1.4;10.3;77.0;0.046;17.0;0.16;0.24;6
0.99517;2.0;10.0;104.0;0.047;16.0;0.19;0.42;4
0.99514;2.0;10.2;107.0;0.044;18.0;0.16;0.49;4
0.99566;8.2;10.0;202.0;0.038;72.0;0.26;0.28;6
0.99166;2.1;12.7;125.0;0.034;19.0;0.33;0.36;6
0.99587;1.8;9.6;130.0;0.046;23.0;0.16;0.46;5
0.99558;8.5;9.5;188.0;0.044;59.0;0.23;0.18;5
0.99117;4.45;12.7;100.0;0.033;23.0;0.44;0.26;6
0.99399;5.8;11.0;109.0;0.036;23.0;0.31;0.27;6
0.99741;13.0;9.1;214.0;0.044;44.0;0.705;0.1;5
0.99405;2.7;10.2;111.0;0.034;23.0;0.21;0.28;4
0.99622;7.3;10.1;220.0;0.047;30.0;0.16;0.26;6
1.00051;19.1;9.2;208.0;0.045;50.0;0.27;0.25;6
0.99803;8.8;9.4;212.0;0.08;50.0;0.38;0.17;4
0.99405;2.7;10.2;111.0;0.034;23.0;0.21;0.28;4
0.99773;7.4;9.2;195.0;0.095;28.0;0.38;0.18;4
0.99397;2.3;10.0;106.0;0.05;23.0;0.24;0.3;5
0.99622;6.85;10.1;220.0;0.047;30.0;0.16;0.26;6
0.99713;11.4;9.0;204.0;0.044;45.0;0.815;0.09;5
0.99274;0.9;9.5;98.0;0.032;25.0;0.41;0.16;5
1.00118;19.35;9.1;207.0;0.07;67.0;0.36;0.41;5
0.99176;7.9;13.3;118.0;0.031;23.0;0.4;0.32;7
0.9969;11.75;9.5;198.0;0.045;53.0;0.26;0.43;5
0.99771;7.7;9.2;210.0;0.096;28.0;0.44;0.18;5
0.99411;3.0;10.1;117.0;0.036;17.0;0.24;0.29;6
0.99771;7.7;9.2;210.0;0.096;28.0;0.44;0.18;5
0.99411;3.0;10.1;117.0;0.036;17.0;0.24;0.29;6
0.99194;1.5;11.2;172.0;0.04;32.0;0.22;0.26;6
0.99558;7.5;9.8;230.0;0.04;70.0;0.34;0.28;6
0.99194;1.5;11.2;172.0;0.04;32.0;0.22;0.26;6
0.99558;7.5;9.8;230.0;0.04;70.0;0.34;0.28;6
0.99577;8.3;9.4;195.0;0.042;61.0;0.28;0.17;5
0.99564;7.05;9.0;177.0;0.045;50.0;0.29;0.14;5
0.99578;8.4;9.4;198.0;0.044;60.0;0.27;0.17;5
0.99888;13.9;8.9;229.0;0.054;63.0;0.35;0.2;6
1.00014;17.5;9.1;253.0;0.045;48.0;0.28;0.27;6
0.99441;5.6;9.8;148.0;0.034;9.0;0.35;0.35;4
0.99594;9.4;9.4;183.0;0.056;29.0;0.43;0.28;5
0.99437;4.8;10.0;150.0;0.05;34.0;0.26;0.28;6
0.99594;9.4;9.4;183.0;0.056;29.0;0.43;0.28;5
0.9979;9.7;9.9;130.0;0.042;36.0;0.27;0.37;6
0.99434;6.3;10.0;159.0;0.147;49.0;0.46;0.26;5
0.99203;1.6;11.5;168.0;0.028;13.0;0.2;0.28;6
0.998;14.6;9.2;201.0;0.063;32.0;0.285;0.32;5
0.99316;2.5;10.0;219.5;0.052;40.0;0.32;0.33;5
0.998;14.6;9.2;201.0;0.063;32.0;0.285;0.32;5
0.99314;2.6;10.0;210.0;0.051;40.5;0.34;0.34;5
0.99316;2.5;10.0;210.0;0.052;40.0;0.32;0.33;5
0.99612;8.2;9.8;133.0;0.042;21.0;0.27;0.26;6
0.99295;1.5;10.5;114.0;0.04;19.0;0.26;0.27;6
0.99394;2.3;10.6;181.0;0.043;61.0;0.27;0.26;6
0.99642;10.0;9.4;157.0;0.037;38.0;0.56;0.15;5
0.99642;10.0;9.4;157.0;0.037;38.0;0.56;0.15;5
0.99248;1.6;11.0;136.0;0.027;35.0;0.19;0.27;7
0.99268;1.6;10.8;141.0;0.027;36.0;0.2;0.26;6
0.99954;16.0;9.0;201.0;0.036;58.0;0.29;0.3;5
0.99692;10.4;9.6;194.0;0.031;47.0;0.32;0.33;6
0.99592;7.4;10.6;156.0;0.037;36.0;0.33;0.36;6
0.99592;7.4;10.6;156.0;0.037;36.0;0.33;0.36;6
0.99692;10.4;9.6;194.0;0.031;47.0;0.32;0.33;6
0.99822;16.05;9.2;147.0;0.045;31.0;0.33;0.24;5
0.99822;16.05;9.2;147.0;0.045;31.0;0.33;0.24;5
0.99402;2.6;9.5;71.0;0.053;11.0;0.26;0.33;5
0.99404;2.5;9.5;72.0;0.053;12.0;0.25;0.33;5
0.99787;10.8;10.3;184.0;0.039;37.0;0.26;0.26;7
0.99347;1.2;8.8;124.0;0.053;35.0;0.26;0.15;5
0.99838;12.1;8.7;161.0;0.041;53.0;0.28;0.78;5
0.99839;11.95;8.7;159.0;0.04;51.0;0.27;0.79;5
0.99375;1.7;10.2;128.0;0.038;27.0;0.28;0.32;6
0.99155;0.8;10.1;77.0;0.029;26.0;0.16;0.34;6
0.9936;1.4;9.5;118.0;0.049;29.0;0.34;0.1;5
0.99434;1.3;9.5;176.0;0.056;34.0;0.25;0.34;5
0.9922;6.3;11.6;174.0;0.022;23.0;0.35;0.4;7
0.99571;10.3;10.7;97.0;0.032;12.0;0.24;0.23;6
0.99658;15.55;10.1;142.0;0.043;20.0;0.29;0.21;6
0.99076;1.5;11.1;83.0;0.035;17.0;0.27;0.31;7
0.99496;1.5;9.8;117.0;0.071;19.0;0.56;0.09;5
0.9937;1.4;9.0;148.0;0.142;52.0;0.29;0.49;6
0.99076;1.5;11.1;83.0;0.035;17.0;0.27;0.31;7
0.99542;7.9;9.5;215.0;0.047;58.0;0.27;0.37;6
0.99825;13.0;9.4;143.0;0.052;18.0;0.24;0.3;6
0.99289;1.0;10.2;113.0;0.049;22.0;0.32;0.3;5
0.99432;4.85;9.8;216.5;0.041;39.5;0.37;0.37;6
0.99523;7.1;9.5;201.0;0.047;54.0;0.26;0.37;6
0.99542;7.9;9.5;215.0;0.047;58.0;0.27;0.37;6
0.9959;7.5;9.0;191.0;0.05;55.0;0.3;0.16;5
0.99543;7.6;10.1;204.0;0.045;61.0;0.28;0.32;6
0.99662;10.3;8.8;122.0;0.079;37.0;0.24;0.32;5
0.99088;1.7;11.9;122.0;0.034;25.0;0.27;0.27;6
0.99088;1.7;11.9;122.0;0.034;25.0;0.27;0.27;6
0.99922;19.95;9.3;174.0;0.074;32.0;0.28;0.24;6
0.9966;7.7;10.0;110.0;0.036;11.0;0.39;0.49;6
0.99466;5.3;9.5;201.0;0.075;49.0;0.2;0.24;5
0.99922;19.95;9.3;174.0;0.074;32.0;0.28;0.24;6
0.99836;12.7;9.7;139.0;0.054;20.0;0.31;0.23;4
0.99836;12.7;9.7;139.0;0.054;20.0;0.31;0.23;4
0.99238;1.5;10.2;155.0;0.043;45.0;0.18;0.22;5
0.99645;11.3;10.8;96.0;0.031;13.0;0.23;0.25;5
1.0;18.1;8.8;133.0;0.046;32.0;0.21;0.36;5
1.0;18.1;8.8;133.0;0.046;32.0;0.21;0.36;5
0.99376;7.0;11.4;175.0;0.039;37.0;0.26;0.31;6
1.0;18.1;8.8;133.0;0.046;32.0;0.21;0.36;5
0.99513;6.4;9.8;191.0;0.039;39.0;0.31;0.4;5
0.99556;1.4;9.4;119.0;0.045;11.0;0.34;0.36;4
0.99556;1.4;9.4;119.0;0.045;11.0;0.34;0.36;4
0.99543;3.1;9.4;174.0;0.054;54.0;0.3;0.28;6
0.99886;14.1;9.4;194.0;0.053;37.0;0.4;0.41;6
0.99526;7.7;9.7;212.0;0.044;63.0;0.32;0.34;6
0.99166;5.2;12.3;140.0;0.032;36.0;0.34;0.31;7
0.99691;11.6;9.8;178.0;0.045;45.0;0.26;0.25;6
0.99732;10.4;9.0;134.0;0.053;18.0;0.27;0.57;5
0.99573;7.5;9.2;203.0;0.045;46.0;0.28;0.45;6
0.99656;11.2;9.4;215.0;0.058;68.0;0.3;0.49;6
0.99112;0.8;9.9;67.0;0.043;20.0;0.175;0.29;6
0.99214;1.4;9.8;145.0;0.032;13.0;0.34;0.36;5
0.99165;4.7;12.3;148.0;0.029;34.0;0.34;0.3;7
0.99004;3.1;11.9;37.0;0.018;15.0;0.12;0.3;7
0.99463;4.0;10.2;170.0;0.038;33.0;0.32;0.29;6
0.99683;11.3;9.5;224.0;0.034;61.0;0.51;0.29;6
0.99004;3.1;11.9;37.0;0.018;15.0;0.12;0.3;7
0.99596;8.1;9.2;216.0;0.04;67.0;0.24;0.55;5
0.99898;14.8;9.7;174.0;0.054;28.0;0.41;0.23;5
0.99114;1.4;11.5;138.0;0.029;35.0;0.18;0.33;7
0.99508;8.1;10.4;162.0;0.121;32.0;0.17;0.24;8
0.99306;3.5;11.6;174.0;0.053;41.0;0.2;0.38;5
0.99898;14.8;9.7;174.0;0.054;28.0;0.41;0.23;5
0.99508;8.1;10.4;162.0;0.121;32.0;0.17;0.24;8
0.99114;1.4;11.5;138.0;0.029;35.0;0.18;0.33;7
0.99342;1.5;10.2;108.0;0.036;29.0;0.16;0.35;6
0.99345;1.5;9.8;109.0;0.037;27.0;0.16;0.37;6
0.99772;12.8;9.0;158.0;0.044;26.0;0.42;0.13;5
0.99239;1.6;10.5;163.0;0.036;57.0;0.3;0.12;6
0.99502;7.1;9.4;178.0;0.049;8.0;0.54;0.27;4
0.99502;7.1;9.4;178.0;0.049;8.0;0.54;0.27;4
0.99479;11.2;10.8;149.0;0.046;53.0;0.22;0.3;5
0.99207;1.7;10.7;95.0;0.043;19.0;0.23;0.3;7
0.99497;6.7;10.6;162.0;0.029;21.0;0.26;0.34;6
0.99828;17.3;9.2;110.0;0.046;15.0;0.23;0.25;6
0.99542;8.6;9.5;142.0;0.032;30.0;0.28;0.14;6
0.99542;8.6;9.5;142.0;0.032;30.0;0.28;0.14;6
0.99228;1.5;10.0;111.0;0.028;20.0;0.27;0.18;5
0.99706;12.1;10.6;177.0;0.03;34.0;0.29;0.34;5
0.99497;6.7;10.6;162.0;0.029;21.0;0.26;0.34;6
0.99669;10.7;10.6;166.0;0.029;19.5;0.27;0.34;5
0.99828;17.3;9.2;110.0;0.046;15.0;0.23;0.25;6
0.99269;1.8;11.0;117.0;0.036;28.0;0.32;0.3;6
0.99196;1.4;11.2;159.0;0.041;17.0;0.22;0.24;6
0.99662;7.5;9.6;175.0;0.046;26.0;0.5;0.38;5
0.99475;4.8;9.4;128.0;0.052;27.0;0.33;0.14;5
0.99544;7.1;9.5;209.0;0.045;62.0;0.26;0.42;6
0.99944;16.9;9.3;188.0;0.052;51.0;0.2;0.47;5
0.99475;4.8;9.4;128.0;0.052;27.0;0.33;0.14;5
0.99544;7.1;9.5;209.0;0.045;62.0;0.26;0.42;6
0.9966;11.3;9.4;110.0;0.046;8.0;0.36;0.52;5
0.99066;1.1;11.2;146.0;0.043;63.0;0.13;0.42;7
0.9907;1.2;11.2;150.0;0.043;67.0;0.15;0.44;7
0.99066;1.1;11.2;146.0;0.043;63.0;0.13;0.42;7
0.998;12.9;8.8;170.0;0.033;54.0;0.23;0.64;5
0.9907;1.2;11.2;150.0;0.043;67.0;0.15;0.44;7
0.99066;1.1;11.2;146.0;0.043;63.0;0.13;0.42;7
0.99307;1.2;9.4;137.0;0.079;17.0;0.255;0.65;5
0.99106;2.3;11.1;103.0;0.03;11.0;0.32;0.26;6
0.99696;10.0;9.6;131.0;0.052;36.0;0.28;0.22;5
0.99106;2.3;11.1;103.0;0.03;11.0;0.32;0.26;6
0.99307;1.2;9.4;137.0;0.079;17.0;0.255;0.65;5
0.99167;1.4;10.6;160.0;0.037;28.0;0.41;0.16;6
0.99902;14.9;8.9;240.0;0.048;59.0;0.37;0.16;5
0.98992;1.8;12.3;80.0;0.021;17.0;0.21;0.24;7
0.99182;1.8;11.4;132.0;0.028;39.0;0.24;0.28;5
0.99556;7.0;9.6;207.0;0.043;60.0;0.28;0.36;6
0.99582;8.6;10.3;135.0;0.034;25.0;0.24;0.24;6
0.99182;1.8;11.4;132.0;0.028;39.0;0.24;0.28;5
0.98972;1.1;12.1;80.0;0.032;29.0;0.16;0.32;6
0.99352;1.3;9.9;56.0;0.026;10.0;0.14;0.28;5
0.9946;4.9;9.7;185.0;0.035;31.0;0.34;0.36;5
0.99273;1.9;10.5;154.0;0.043;70.0;0.26;0.24;5
0.99628;10.4;8.9;182.0;0.038;85.0;0.17;0.42;6
0.99582;10.0;9.4;227.0;0.039;74.0;0.27;0.4;5
0.99553;8.6;9.6;206.0;0.037;63.0;0.25;0.36;5
0.98914;1.7;12.6;104.0;0.014;45.0;0.3;0.27;7
0.99354;1.7;9.2;106.0;0.156;49.0;0.28;0.56;6
0.99976;18.95;10.4;174.0;0.053;36.0;0.3;0.26;5
0.99808;12.8;9.0;171.0;0.062;19.0;0.18;0.3;7
0.99808;12.8;9.0;171.0;0.062;19.0;0.18;0.3;7
0.99808;12.8;9.0;171.0;0.062;19.0;0.18;0.3;7
0.99808;12.8;9.0;171.0;0.062;19.0;0.18;0.3;7
0.99808;12.8;9.0;171.0;0.062;19.0;0.18;0.3;7
0.99808;12.8;9.0;171.0;0.062;19.0;0.18;0.3;7
0.9919;0.7;9.2;89.0;0.039;15.0;0.14;0.25;6
0.99808;12.8;9.0;171.0;0.062;19.0;0.18;0.3;7
0.99499;1.4;9.7;154.0;0.068;25.0;0.615;0.1;4
0.99655;13.3;10.1;132.0;0.05;47.0;0.13;0.28;6
0.99615;8.5;11.0;152.0;0.059;24.0;0.34;0.3;7
0.99296;1.5;10.8;144.0;0.038;32.0;0.32;0.29;5
0.99482;11.7;10.8;147.0;0.048;49.0;0.21;0.29;5
0.99079;5.0;13.5;107.0;0.028;12.0;0.5;0.13;7
0.99366;1.2;10.6;167.0;0.042;18.0;0.52;0.34;5
0.99434;2.1;9.8;208.0;0.046;28.0;0.28;0.31;5
0.98958;1.4;11.7;115.0;0.023;56.0;0.22;0.34;6
0.99434;2.1;9.8;208.0;0.046;28.0;0.28;0.31;5
0.99938;16.0;9.0;185.0;0.034;58.0;0.32;0.27;6
0.99059;1.1;11.3;132.0;0.042;51.0;0.11;0.42;7
0.99835;15.3;9.4;185.0;0.031;64.0;0.26;0.32;5
0.98958;1.4;11.7;115.0;0.023;56.0;0.22;0.34;6
0.99159;2.8;11.3;107.0;0.025;37.0;0.3;0.29;7
0.99159;2.8;11.3;107.0;0.025;37.0;0.3;0.29;7
0.98931;0.9;12.0;28.0;0.019;4.0;0.2;0.3;6
0.9938;2.5;10.6;157.0;0.028;22.0;0.2;0.36;6
0.99558;8.1;10.8;202.0;0.024;47.0;0.26;0.33;6
0.99563;8.2;10.8;209.0;0.024;53.0;0.25;0.32;6
0.98931;0.9;12.0;28.0;0.019;4.0;0.2;0.3;6
0.99691;11.1;9.4;177.0;0.053;44.0;0.27;0.46;5
0.9959;7.8;9.4;219.0;0.038;61.0;0.3;0.39;5
0.99159;2.8;11.3;107.0;0.025;37.0;0.3;0.29;7
0.99628;10.1;9.4;140.0;0.05;29.0;0.36;0.52;5
0.99076;3.2;12.0;80.0;0.021;20.0;0.21;0.37;5
0.99678;14.2;10.3;129.0;0.039;47.0;0.18;0.41;7
0.99678;14.2;10.3;129.0;0.039;47.0;0.18;0.41;7
0.99678;14.2;10.3;129.0;0.039;47.0;0.18;0.41;7
0.99089;2.9;11.3;126.0;0.026;48.0;0.26;0.21;7
0.99537;6.0;9.4;150.0;0.063;31.0;0.35;0.35;6
1.0002;20.4;8.7;144.0;0.041;40.0;0.28;0.28;5
0.99628;10.1;9.4;140.0;0.05;29.0;0.36;0.52;5
0.99089;2.9;11.3;126.0;0.026;48.0;0.26;0.21;7
0.99678;14.2;10.3;129.0;0.039;47.0;0.18;0.41;7
0.99076;3.2;12.0;80.0;0.021;20.0;0.21;0.37;5
0.99332;0.95;8.0;159.0;0.033;89.0;0.19;0.21;5
0.99316;1.7;10.4;136.0;0.033;36.0;0.24;0.26;7
0.99272;1.7;10.7;128.0;0.029;39.0;0.17;0.23;7
0.99636;9.0;10.2;219.0;0.03;42.0;0.24;0.24;6
0.99202;1.3;10.9;197.0;0.044;72.0;0.6;0.0;5
0.99148;1.4;10.5;109.0;0.027;23.0;0.445;0.26;6
0.99064;2.4;11.7;100.0;0.012;36.0;0.28;0.28;7
0.99884;16.0;8.6;186.0;0.065;61.0;0.44;0.2;5
0.99773;11.4;9.0;174.0;0.034;40.0;0.24;0.27;5
1.00013;14.35;8.7;191.0;0.044;27.0;0.31;0.73;5
0.98974;2.1;12.8;87.0;0.062;26.0;0.32;0.26;6
0.99773;11.4;9.0;174.0;0.034;40.0;0.24;0.27;5
1.00013;14.35;8.7;191.0;0.044;27.0;0.31;0.73;5
0.99112;1.1;11.8;104.0;0.023;42.0;0.13;0.38;6
0.99136;1.1;11.6;84.0;0.034;36.0;0.14;0.37;6
0.99132;1.2;11.8;89.0;0.028;28.0;0.2;0.37;6
0.99642;15.8;10.6;158.0;0.042;55.0;0.15;0.35;5
0.99488;5.2;9.7;91.0;0.066;14.0;0.23;0.4;5
0.99527;5.2;10.3;151.0;0.047;24.0;0.33;0.22;5
0.99578;9.6;10.2;178.0;0.119;56.0;0.17;0.24;6
0.99352;5.2;10.1;113.0;0.048;38.0;0.12;0.3;7
0.99199;1.2;10.9;71.0;0.046;9.0;0.18;0.36;7
0.99198;0.8;9.3;127.0;0.037;43.0;0.15;0.28;5
0.99756;14.45;10.2;144.0;0.057;29.0;0.23;0.29;6
0.99578;9.6;10.2;178.0;0.119;56.0;0.17;0.24;6
0.99561;6.9;9.5;162.0;0.066;43.0;0.34;0.39;5
0.99347;3.4;9.3;146.0;0.069;25.0;0.68;0.26;5
0.98936;2.3;12.9;80.0;0.018;45.0;0.22;0.31;7
0.99786;11.0;8.7;148.0;0.042;45.0;0.28;0.27;5
0.99705;5.95;9.4;303.0;0.081;76.0;0.4;0.22;5
0.9942;5.1;10.1;204.0;0.034;71.0;0.19;0.23;5
0.9948;5.4;10.0;196.0;0.039;60.0;0.23;0.24;4
0.99116;1.2;11.1;129.0;0.05;51.0;0.14;0.42;7
0.99688;12.6;10.3;158.0;0.052;65.0;0.15;0.44;7
0.98974;1.0;12.2;73.0;0.033;27.0;0.15;0.34;6
0.99542;6.6;9.3;156.0;0.067;35.0;0.33;0.34;6
0.99154;1.5;11.3;178.0;0.041;46.0;0.3;0.26;6
0.99118;1.0;10.8;110.0;0.043;46.0;0.23;0.33;6
0.99044;1.1;11.2;86.0;0.033;15.0;0.13;0.25;8
0.9914;6.6;12.5;91.0;0.03;36.0;0.21;0.34;7
0.9979;8.2;9.3;122.0;0.05;15.0;0.4;0.41;5
0.98892;2.0;12.9;142.0;0.03;38.0;0.34;0.31;7
0.99114;1.4;11.2;131.0;0.039;21.0;0.12;0.25;7
0.99188;2.0;12.6;120.0;0.039;21.0;0.655;0.21;6
0.99583;7.5;9.3;179.0;0.046;45.0;0.26;0.4;5
0.98892;2.0;12.9;142.0;0.03;38.0;0.34;0.31;7
0.98892;2.0;12.9;142.0;0.03;38.0;0.3;0.3;7
0.99704;13.3;9.5;120.0;0.049;46.0;0.15;0.3;7
0.9911;2.85;11.9;24.0;0.037;5.0;0.37;0.31;6
0.99334;5.6;10.3;120.0;0.032;23.0;0.35;0.25;7
0.99334;5.6;10.3;120.0;0.033;23.0;0.32;0.24;7
0.99094;1.0;11.2;93.0;0.031;33.0;0.1;0.33;6
0.99014;3.2;12.0;150.0;0.03;32.0;0.25;0.31;6
0.99304;1.0;9.6;144.0;0.042;21.0;0.31;0.17;5
0.99652;7.1;9.2;110.0;0.041;29.0;0.18;0.28;6
0.98944;2.4;12.9;119.0;0.029;52.0;0.17;0.29;6
0.99772;11.2;9.3;149.0;0.061;46.0;0.19;0.27;6
0.99367;9.5;12.1;136.0;0.03;15.0;0.32;0.25;6
0.99304;1.0;9.6;144.0;0.042;21.0;0.31;0.17;5
0.99183;1.8;11.2;128.0;0.026;35.0;0.21;0.29;6
0.99126;2.6;11.2;98.0;0.029;28.0;0.16;0.36;7
0.98944;2.4;12.9;119.0;0.029;52.0;0.17;0.29;6
0.99577;8.0;9.2;187.0;0.042;56.0;0.24;0.38;5
0.99772;11.2;9.3;149.0;0.061;46.0;0.19;0.27;6
0.99652;7.1;9.2;110.0;0.041;29.0;0.18;0.28;6
0.99428;3.3;9.3;124.0;0.041;26.0;0.3;0.25;6
0.99388;10.3;10.7;108.0;0.03;26.0;0.28;0.27;6
0.99208;1.2;9.8;166.0;0.024;20.0;0.31;0.32;6
0.99256;1.6;10.3;143.0;0.036;28.0;0.23;0.25;6
0.99388;10.3;10.7;108.0;0.03;26.0;0.28;0.27;6
0.9925;9.65;11.3;121.0;0.025;26.0;0.23;0.28;6
0.99904;16.4;8.8;182.0;0.048;36.0;0.22;0.5;6
0.99216;1.5;10.8;104.0;0.043;16.0;0.18;0.37;5
0.99208;1.2;9.8;166.0;0.024;20.0;0.31;0.32;6
0.99428;3.3;9.3;124.0;0.041;26.0;0.3;0.25;6
0.99165;5.0;11.5;72.0;0.027;15.0;0.46;0.31;7
0.99924;16.3;8.8;133.0;0.038;43.0;0.23;0.36;5
0.99924;16.3;8.8;133.0;0.038;43.0;0.23;0.36;5
0.99924;16.3;8.8;133.0;0.038;43.0;0.23;0.36;5
0.9956;6.5;9.4;201.0;0.17;68.0;0.26;0.38;6
0.99562;6.4;9.4;200.0;0.171;64.0;0.26;0.39;6
0.9972;10.2;9.6;209.0;0.045;59.0;0.28;0.39;6
0.99924;16.3;8.8;133.0;0.038;43.0;0.23;0.36;5
0.9958;7.4;9.3;189.0;0.044;56.0;0.23;0.42;6
0.99976;13.7;8.9;184.0;0.044;66.0;0.25;0.34;5
0.99976;13.7;8.9;184.0;0.044;66.0;0.25;0.34;5
0.99296;1.3;10.0;155.0;0.049;25.0;0.2;0.22;5
0.9957;7.4;9.1;182.0;0.045;47.0;0.21;0.44;5
0.9958;7.4;9.3;189.0;0.044;56.0;0.23;0.42;6
0.99579;7.45;9.4;188.0;0.043;59.0;0.24;0.37;6
0.99541;7.2;10.1;179.0;0.04;46.0;0.25;0.28;6
0.99976;13.7;8.9;184.0;0.044;66.0;0.25;0.34;5
0.99518;10.4;10.8;143.0;0.046;59.0;0.16;0.29;6
0.99168;1.1;10.0;69.0;0.028;18.0;0.28;0.29;6
0.99276;6.5;10.9;160.0;0.029;53.0;0.18;0.31;6
0.99085;4.6;12.0;92.0;0.027;29.0;0.26;0.3;7
0.99873;13.9;9.3;171.0;0.043;22.0;0.37;0.64;5
0.99172;5.2;12.3;101.0;0.03;32.0;0.4;0.27;7
0.99312;1.7;10.4;129.0;0.038;29.0;0.26;0.25;6
0.99276;6.5;10.9;160.0;0.029;53.0;0.18;0.31;6
0.9972;16.4;10.5;153.0;0.045;62.0;0.23;0.32;5
0.99278;3.6;9.8;91.0;0.036;22.0;0.2;0.31;6
0.99092;1.5;10.5;121.0;0.041;34.0;0.17;0.31;6
0.9962;12.4;9.9;213.0;0.051;86.0;0.35;0.28;6
0.99053;1.7;11.4;79.0;0.035;24.0;0.29;0.31;7
0.99858;6.2;9.2;190.0;0.06;41.0;0.3;0.22;5
0.9984;6.2;9.7;173.0;0.051;30.0;0.51;0.36;5
0.99335;2.6;10.0;135.0;0.049;13.0;0.51;0.34;5
0.99053;1.7;11.4;79.0;0.035;24.0;0.29;0.31;7
0.9949;9.3;10.3;141.0;0.048;50.0;0.29;0.28;6
0.9962;12.4;9.9;213.0;0.051;86.0;0.35;0.28;6
0.99092;1.5;10.5;121.0;0.041;34.0;0.17;0.31;6
0.99532;9.1;9.8;95.0;0.047;29.0;0.2;0.28;7
0.99727;12.0;9.3;131.0;0.067;24.0;0.615;0.42;5
0.99026;4.8;12.4;100.0;0.034;25.0;0.32;0.28;7
0.99668;12.3;9.3;145.0;0.048;54.0;0.2;0.19;6
0.99727;12.0;9.3;131.0;0.067;24.0;0.615;0.42;5
0.9952;2.7;9.5;165.0;0.048;49.0;0.23;0.28;6
0.99144;3.6;10.5;45.0;0.034;9.0;0.27;0.33;6
0.99144;3.6;10.5;45.0;0.034;9.0;0.27;0.33;6
0.99015;4.3;12.8;99.0;0.032;19.0;0.44;0.22;7
0.9914;1.8;10.8;142.0;0.045;44.0;0.34;0.3;6
0.99693;11.8;10.0;127.0;0.057;48.0;0.26;0.33;6
0.99035;1.8;11.8;170.0;0.045;96.0;0.17;0.34;8
0.99693;11.8;10.0;127.0;0.057;48.0;0.26;0.33;6
0.99035;1.8;11.8;170.0;0.045;96.0;0.17;0.34;8
0.99006;1.4;12.0;108.0;0.036;38.0;0.17;0.36;6
0.99126;6.6;12.6;138.0;0.025;15.0;0.43;0.3;6
0.98994;1.55;11.9;70.0;0.026;15.0;0.315;0.27;8
0.98985;0.7;10.6;28.0;0.027;5.0;0.17;0.28;5
0.9971;6.4;9.2;240.0;0.082;47.0;0.34;0.18;5
0.99882;11.8;10.0;240.0;0.059;42.0;0.33;0.34;6
0.99477;4.3;9.2;97.0;0.038;18.0;0.12;0.26;5
0.99478;5.1;9.3;103.0;0.039;19.0;0.13;0.26;6
0.99576;5.8;10.2;144.0;0.055;25.0;0.18;0.35;6
0.99578;5.9;10.2;148.0;0.054;25.0;0.16;0.36;6
0.99354;1.3;8.7;154.0;0.06;51.0;0.26;0.15;5
0.99244;1.4;10.7;163.0;0.05;8.0;0.32;0.35;5
0.99084;1.2;12.1;119.0;0.048;4.0;0.3;0.34;6
0.99612;7.4;9.5;152.0;0.05;58.0;0.16;0.3;6
0.99356;10.8;11.2;118.0;0.028;17.0;0.27;0.29;6
0.98952;1.8;12.0;95.0;0.034;36.0;0.16;0.37;6
0.99612;7.4;9.5;152.0;0.05;58.0;0.16;0.3;6
0.99084;1.2;12.1;119.0;0.048;4.0;0.3;0.34;6
0.99244;1.4;10.7;163.0;0.05;8.0;0.32;0.35;5
0.99955;14.4;8.8;228.0;0.048;29.0;0.44;0.44;7
0.99374;1.7;10.8;135.0;0.052;36.0;0.2;0.24;6
0.9892;3.6;13.1;138.0;0.026;39.0;0.29;0.32;7
0.99144;3.6;12.5;93.0;0.035;22.0;0.39;0.32;7
0.99352;10.05;11.7;131.0;0.045;37.0;0.36;0.32;8
0.99352;10.05;11.7;131.0;0.045;37.0;0.36;0.32;8
0.9935;10.5;11.6;135.0;0.045;35.0;0.36;0.32;8
0.99237;1.9;11.3;111.0;0.043;24.0;0.2;0.36;6
0.99144;3.6;12.5;93.0;0.035;22.0;0.39;0.32;7
0.99022;1.65;11.4;103.0;0.025;42.0;0.2;0.37;5
0.99032;1.9;12.2;117.0;0.036;4.0;0.235;0.34;5
1.03898;65.8;11.7;160.0;0.074;8.0;0.965;0.6;6
0.99587;6.85;10.4;211.0;0.053;32.0;0.2;0.31;6
0.99587;7.4;10.4;211.0;0.053;32.0;0.2;0.31;6
0.99587;7.4;10.4;211.0;0.053;32.0;0.2;0.31;6
0.99976;20.2;9.1;157.0;0.083;35.0;0.24;0.25;5
0.99354;11.0;12.2;70.0;0.034;8.0;0.3;0.36;6
0.99976;20.2;9.1;157.0;0.083;35.0;0.24;0.25;5
0.99552;6.2;9.4;176.0;0.066;41.0;0.4;0.42;5
0.99552;6.2;9.4;178.0;0.065;42.0;0.4;0.43;5
0.99587;6.85;10.4;211.0;0.053;32.0;0.2;0.31;6
0.99604;8.0;9.2;189.0;0.047;61.0;0.25;0.51;5
